variable_name	description
URXHPM_UVOC_H	N-acetyl-S- (3-hydroxypropyl)-L-cysteine(ng/mL);2013-2014
URXMAD_UVOC_H	Mandelic acid(ng/mL);2013-2014
URXMB1_UVOC_H	N-acetyl-S-(1-hydroxyMethyl)-2-Propenyl)-L-cysteine(ng/mL);2013-2014
URXMB2_UVOC_H	N-acetyl-S- (2-hydroxy-3-butenyl)-L-cysteine (ng/mL);2013-2014
URXMB3_UVOC_H	N-acetyl-S- (4-hydroxy-2-butenyl)-L-cysteine (ng/mL);2013-2014
URXPHE_UVOC_H	N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL);2013-2014
URXPHG_UVOC_H	Phenylglyoxylic acid(ng/mL);2013-2014
URXPMA_UVOC_H	N-acetyl-S-(phenyl)-L-cysteine(ng/mL);2013-2014
URXPMM_UVOC_H	N-acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL);2013-2014
URXTTC_UVOC_H	2-thioxothiazolidine-4-carboxylic acid(ng/mL);2013-2014
URXUCR_UVOCS_H	Creatinine, urine (mg/dL);2013-2014
URX2MH_UVOCS_H	2-methylhippuric acid (ng/mL);2013-2014
URX34M_UVOCS_H	3-methylhippuric acid & 4-methylhippuric acid(ng/mL);2013-2014
URXAAM_UVOCS_H	N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL);2013-2014
URXAMC_UVOCS_H	N-acetyl-S-(N-methylcarbamoyl)-L-cysteine(ng/mL);2013-2014
URXATC_UVOCS_H	2-aminothiazoline-4-carboxylic acid(ng/mL);2013-2014
URXBMA_UVOCS_H	N-acetyl-S-(benzyl)-L-cysteine(ng/mL);2013-2014
URXBPM_UVOCS_H	N-acetyl-S-(n-propyl)-L-cysteine(ng/mL);2013-2014
URXCEM_UVOCS_H	N-acetyl-S- (2-carboxyethyl)-L-cysteine(ng/mL);2013-2014
URXCYM_UVOCS_H	N-acetyl-S-(2-cyanoethyl)-L-cysteine(ng/mL);2013-2014
URXDHB_UVOCS_H	N-acetyl-S- (3,4-dihidroxybutyl)-L-cysteine(ng/mL);2013-2014
URXDPM_UVOCS_H	N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL);2013-2014
URXGAM_UVOCS_H	N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL);2013-2014
URXHEM_UVOCS_H	N-acetyl-S-(2-hydroxyethyl)-L-cysteine(ng/mL);2013-2014
URXHP2_UVOCS_H	N-acetyl-S- (2-hydroxypropyl)-L-cysteine(ng/mL);2013-2014
URXHPM_UVOCS_H	N-acetyl-S- (3-hydroxypropyl)-L-cysteine(ng/mL);2013-2014
URXMAD_UVOCS_H	Mandelic acid(ng/mL);2013-2014
URXMB1_UVOCS_H	N-acetyl-S-(1-hydroxyMethyl)-2-Propenyl)-L-cysteine(ng/mL);2013-2014
URXMB2_UVOCS_H	N-acetyl-S- (2-hydroxy-3-butenyl)-L-cysteine (ng/mL);2013-2014
URXMB3_UVOCS_H	N-acetyl-S- (4-hydroxy-2-butenyl)-L-cysteine (ng/mL);2013-2014
URXPHE_UVOCS_H	N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL);2013-2014
URXPHG_UVOCS_H	Phenylglyoxylic acid(ng/mL);2013-2014
URXPMA_UVOCS_H	N-acetyl-S-(phenyl)-L-cysteine(ng/mL);2013-2014
URXPMM_UVOCS_H	N-acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL);2013-2014
URXTTC_UVOCS_H	2-thioxothiazolidine-4-carboxylic acid(ng/mL);2013-2014
URXUCR_UVOCS_G	Creatinine, urine (mg/dL);2011-2012
URX1DC_UVOCS_G	N-Acetyl-S-(1,2-dichlorovinyl)-L-Cysteine (ng/mL);2011-2012
URX2DC_UVOCS_G	N-Acetyl-S-(2,2-Dichlorovinyl)-L-Cysteine (ng/mL);2011-2012
URX2MH_UVOCS_G	2-Methylhippuric acid (ng/mL);2011-2012
URX34M_UVOCS_G	3-Methylhippuric acid & 4-Methylhippuric acid(ng/mL);2011-2012
URXAAM_UVOCS_G	N-Acetyl-S-(2-carbamoylethyl)-L-Cysteine(ng/mL);2011-2012
URXAMC_UVOCS_G	N-Acetyl-S-(N-methylcarbamoyl)-L-Cysteine(ng/mL);2011-2012
URXATC_UVOCS_G	2-Aminothiazoline-4-carboxylic acid(ng/mL);2011-2012
URXBMA_UVOCS_G	N-Acetyl-S-(benzyl)-L-Cysteine(ng/mL);2011-2012
URXBPM_UVOCS_G	N-Acetyl-S-(n-propyl)-L-Cysteine(ng/mL);2011-2012
URXCEM_UVOCS_G	N-Acetyl-S- (2-Carboxyethyl)-L-Cysteine(ng/mL);2011-2012
URXCYM_UVOCS_G	N-Acetyl-S-(2-cyanoethyl)-L-Cysteine(ng/mL);2011-2012
URXDHB_UVOCS_G	N-Acetyl-S- (3,4-Dihidroxybutyl)-L-Cysteine(ng/mL);2011-2012
URXDPM_UVOCS_G	N-Acetyl-S-(dimethylphenyl)-L-Cysteine(ng/mL);2011-2012
URXGAM_UVOCS_G	N-Acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-Cysteine(ng/mL);2011-2012
URXHEM_UVOCS_G	N-Acetyl-S- (2-Hydroxyethyl)-L-Cysteine(ng/mL);2011-2012
URXHP2_UVOCS_G	N-Acetyl-S- (2-hydroxypropyl)-L-Cysteine(ng/mL);2011-2012
URXHPM_UVOCS_G	N-Acetyl-S- (3-Hydroxypropyl)-L-Cysteine(ng/mL);2011-2012
URXMAD_UVOCS_G	Mandelic acid(ng/mL);2011-2012
URXMB1_UVOCS_G	N-Acetyl-S-(1-HydroxyMethyl)-2-Propenyl)-L-Cysteine(ng/mL);2011-2012
URXMB2_UVOCS_G	N-Acetyl-S- (2-hydroxy-3-butenyl)-L-Cysteine (ng/mL);2011-2012
URXMB3_UVOCS_G	N-Acetyl-S- (4-hydroxy-2-butenyl)-L-Cysteine (ng/mL);2011-2012
URXPHE_UVOCS_G	N-Acetyl-S-(phenyl-2-hydroxyethyl)-L-Cysteine(ng/mL);2011-2012
URXPHG_UVOCS_G	Phenylglyoxylic acid(ng/mL);2011-2012
URXPMA_UVOCS_G	N-Acetyl-S-(phenyl)-L-Cysteine(ng/mL);2011-2012
URXPMM_UVOCS_G	N-Acetyl-S-(3-hydroxypropyl-1-methyl)-L-Cysteine(ng/mL);2011-2012
URXTCV_UVOCS_G	N-Acetyl-S-(trichlorovinyl)-L-Cysteine(ng/mL);2011-2012
URXTTC_UVOCS_G	2-Thioxothiazolidine-4-carboxylic acid(ng/mL);2011-2012
URXUCR_SSUVOC_D	Creatinine, urine (mg/dL);2005-2006
URX2DC_SSUVOC_D	N-acetyl-S-(2,2-Dichlorovinyl)-L-cysteine (ng/mL);2005-2006
URX2MH_SSUVOC_D	2-methylhippuric acid (ng/mL);2005-2006
URX34M_SSUVOC_D	3-methylhippuric acid & 4-methylhippuric acid(ng/mL);2005-2006
URXAAM_SSUVOC_D	N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL);2005-2006
URXAMC_SSUVOC_D	N-acetyl-S-(N-methylcarbamoyl)-L-cysteine(ng/mL);2005-2006
URXATC_SSUVOC_D	2-aminothiazoline-4-carboxylic acid(ng/mL);2005-2006
URXBMA_SSUVOC_D	N-acetyl-S-(benzyl)-L-cysteine(ng/mL);2005-2006
URXBPM_SSUVOC_D	N-acetyl-S-(n-propyl)-L-cysteine(ng/mL);2005-2006
URXCEM_SSUVOC_D	N-acetyl-S- (2-Carboxyethyl)-L-cysteine(ng/mL);2005-2006
URXCYM_SSUVOC_D	N-acetyl-S-(2-cyanoethyl)-L-cysteine(ng/mL);2005-2006
URXDHB_SSUVOC_D	N-acetyl-S-(3,4-Dihidroxybutyl)-L-cysteine(ng/mL);2005-2006
URXDPM_SSUVOC_D	N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL);2005-2006
URXGAM_SSUVOC_D	N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL);2005-2006
URXHEM_SSUVOC_D	N-acetyl-S- (2-Hydroxyethyl)-L-cysteine(ng/mL);2005-2006
URXHP2_SSUVOC_D	N-acetyl-S- (2-hydroxypropyl)-L-cysteine(ng/mL);2005-2006
URXHPM_SSUVOC_D	N-acetyl-S-(3-Hydroxypropyl)-L-cysteine(ng/mL);2005-2006
URXPMM_SSUVOC_D	N-acetyl-s-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL);2005-2006
URXMAD_SSUVOC_D	Mandelic acid(ng/mL);2005-2006
URXMB3_SSUVOC_D	N-acetyl-s-(4-hydroxy-2-butenyl)-L-cysteine (ng/mL);2005-2006
URXMB2_SSUVOC_D	N-acetyl-s-(2-hydroxy-3-butenyl)-L-cysteine (ng/mL);2005-2006
URXMB1_SSUVOC_D	N-acetyl-s-(1-hydroxyMethyl)-2-propenyl)-L-cysteine(ng/mL);2005-2006
URXPHE_SSUVOC_D	N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL);2005-2006
URXPHG_SSUVOC_D	Phenylglyoxylic acid(ng/mL);2005-2006
URXPMA_SSUVOC_D	N-acetyl-s-(phenyl)-L-cysteine(ng/mL);2005-2006
URXTTC_SSUVOC_D	2-thioxothiazolidine-4-carboxylic acid(ng/mL);2005-2006
LBXZBZ_LAB21	Benzene (ug/cubic meter);1999-2000
LBXZTE_LAB21	Tetrachloroethene (ug/cubic meter);1999-2000
LBXZTO_LAB21	Toluene (ug/cubic meter);1999-2000
LBXZTI_LAB21	Trichloroethene (ug/cubic meter);1999-2000
LBXZOX_LAB21	o-Xylene (ug/cubic meter);1999-2000
LBXZXY_LAB21	M,p-Xylene (ug/cubic meter);1999-2000
LBXZDB_LAB21	1,4-dichlorobenzene (ug/cubic meter);1999-2000
LBX2DF_VOCWB_G	Blood 2,5-Dimethylfuran (ng/mL);2011-2012
LBXV06_VOCWB_G	Blood Hexane (ng/mL);2011-2012
LBXV1D_VOCWB_G	Blood 1,2-Dichlorobenzene (ng/mL);2011-2012
LBXV2A_VOCWB_G	Blood 1,2-Dichloroethane (ng/mL);2011-2012
LBXV2T_VOCWB_G	Blood trans-1,2-Dichloroethene (ng/mL);2011-2012
LBXV3B_VOCWB_G	Blood 1,3-Dichlorobenzene (ng/mL);2011-2012
LBXV4C_VOCWB_G	Blood Tetrachloroethene (ng/mL);2011-2012
LBXV4E_VOCWB_G	Blood 1,1,2,2-Tetrachloroethane (ng/mL);2011-2012
LBXVBZ_VOCWB_G	Blood Benzene (ng/mL);2011-2012
LBXVCB_VOCWB_G	Blood Chlorobenzene (ng/mL);2011-2012
LBXVCT_VOCWB_G	Blood Carbon Tetrachloride (ng/mL);2011-2012
LBXVDB_VOCWB_G	Blood 1,4-Dichlorobenzene (ng/mL);2011-2012
LBXVDM_VOCWB_G	Blood Dibromomethane (ng/mL);2011-2012
LBXVEB_VOCWB_G	Blood Ethylbenzene (ng/mL);2011-2012
LBXVFN_VOCWB_G	Blood Furan (ng/mL);2011-2012
LBXVIPB_VOCWB_G	Blood Isopropylbenzene (ng/mL);2011-2012
LBXVOX_VOCWB_G	Blood o-Xylene (ng/mL);2011-2012
LBXVTC_VOCWB_G	Blood Trichloroethene (ng/mL);2011-2012
LBXVTE_VOCWB_G	Blood 1,1,1-Trichloroethane (ng/mL);2011-2012
LBXVXY_VOCWB_G	Blood m-/p-Xylene (ng/mL);2011-2012
LBX2DF_VOCWB_F	Blood 2,5-Dimethylfuran (ng/mL);2009-2010
LBXV06_VOCWB_F	Blood Hexane (ng/mL);2009-2010
LBXV2A_VOCWB_F	Blood 1,2-Dichloroethane (ng/mL);2009-2010
LBXV2T_VOCWB_F	Blood trans-1,2-Dichloroethene (ng/mL);2009-2010
LBXV4C_VOCWB_F	Blood Tetrachloroethene (ng/mL);2009-2010
LBXVBZ_VOCWB_F	Blood Benzene (ng/mL);2009-2010
LBXVCB_VOCWB_F	Blood Chlorobenzene (ng/mL);2009-2010
LBXVCT_VOCWB_F	Blood Carbon Tetrachloride (ng/mL);2009-2010
LBXVDB_VOCWB_F	Blood 1,4-Dichlorobenzene (ng/mL);2009-2010
LBXVDM_VOCWB_F	Blood Dibromomethane (ng/mL);2009-2010
LBXVEB_VOCWB_F	Blood Ethylbenzene (ng/mL);2009-2010
LBXVFN_VOCWB_F	Blood Furan (ng/mL);2009-2010
LBXVIPB_VOCWB_F	Blood Isopropylbenzene (ng/mL);2009-2010
LBXVMC_VOCWB_F	Blood Methylene Chloride (ng/mL);2009-2010
LBXVOX_VOCWB_F	Blood o-Xylene (ng/mL);2009-2010
LBXVST_VOCWB_F	Blood Styrene Comment Code;2009-2010
LBXVTC_VOCWB_F	Blood Trichloroethene (ng/mL);2009-2010
LBXVTE_VOCWB_F	Blood 1,1,1-Trichloroethane (ng/mL);2009-2010
LBXVTO_VOCWB_F	Blood Toluene (ng/mL);2009-2010
LBXVXY_VOCWB_F	Blood m-/p-Xylene (ng/mL);2009-2010
LBXVBF_VOCMWB_F	Blood Bromoform (pg/mL);2009-2010
LBXVBM_VOCMWB_F	Blood Bromodichloromethane (pg/mL);2009-2010
LBXVCF_VOCMWB_F	Blood Chloroform (pg/mL);2009-2010
LBXVCM_VOCMWB_F	Blood Dibromochloromethane (pg/mL);2009-2010
LBXVME_VOCMWB_F	Blood Methyl-tert-butyl ether (MTBE) (ng/mL);2009-2010
LBXNM_VOCMWB_F	Blood Nitromethane (pg/mL);2009-2010
LBXVBF_VOCMWB_G	Blood Bromoform (pg/mL);2011-2012
LBXVBM_VOCMWB_G	Blood Bromodichloromethane (pg/mL);2011-2012
LBXVCF_VOCMWB_G	Blood Chloroform (pg/mL);2011-2012
LBXVCM_VOCMWB_G	Blood Dibromochloromethane (pg/mL);2011-2012
LBXVME_VOCMWB_G	Blood Methyl-tert-butyl ether (MTBE) (ng/mL);2011-2012
LBXNM_VOCMWB_G	Blood Nitromethane (pg/mL);2011-2012
LBX2DF_VOCWBS_H	Blood 2,5-Dimethylfuran (ng/mL);2013-2014
LBXV06_VOCWBS_H	Blood Hexane (ng/mL);2013-2014
LBXV07N_VOCWBS_H	Blood Heptane (ng/mL);2013-2014
LBXV08N_VOCWBS_H	Blood Octane (ng/mL);2013-2014
LBXV2A_VOCWBS_H	Blood 1,2-Dichloroethane (ng/mL);2013-2014
LBXV4C_VOCWBS_H	Blood Tetrachloroethene (ng/mL);2013-2014
LBXVBF_VOCWBS_H	Blood Bromoform (ng/mL);2013-2014
LBXVBM_VOCWBS_H	Blood Bromodichloromethane (ng/mL);2013-2014
LBXVBZ_VOCWBS_H	Blood Benzene (ng/mL);2013-2014
LBXVC6_VOCWBS_H	Blood Cyclohexane (ng/mL);2013-2014
LBXVCB_VOCWBS_H	Blood Chlorobenzene (ng/mL);2013-2014
LBXVCF_VOCWBS_H	Blood Chloroform (ng/mL);2013-2014
LBXVCM_VOCWBS_H	Blood Dibromochloromethane (ng/mL);2013-2014
LBXVDB_VOCWBS_H	Blood 1,4-Dichlorobenzene (ng/mL);2013-2014
LBXVDEE_VOCWBS_H	Blood Diethyl Ether (ng/mL);2013-2014
LBXVEA_VOCWBS_H	Blood Ethyl Acetate (ng/mL);2013-2014
LBXVEB_VOCWBS_H	Blood Ethylbenzene (ng/mL);2013-2014
LBXVEC_VOCWBS_H	Blood Chloroethane (ng/mL);2013-2014
LBXVFN_VOCWBS_H	Blood Furan (ng/mL);2013-2014
LBXVIPB_VOCWBS_H	Blood Isopropylbenzene (ng/mL);2013-2014
LBXVMC_VOCWBS_H	Blood Methylene Chloride (ng/mL);2013-2014
LBXVME_VOCWBS_H	Blood Methyl-tert-butyl ether (MTBE) (ng/mL);2013-2014
LBXVMCP_VOCWBS_H	Blood Methylcyclopentane (ng/mL);2013-2014
LBXVOX_VOCWBS_H	Blood o-Xylene (ng/mL);2013-2014
LBXVTC_VOCWBS_H	Blood Trichloroethene (ng/mL);2013-2014
LBXVTE_VOCWBS_H	Blood 1,1,1-Trichloroethane (ng/mL);2013-2014
LBXVTHF_VOCWBS_H	Blood Tetrahydrofuran (ng/mL);2013-2014
LBXVTO_VOCWBS_H	Blood Toluene (ng/mL);2013-2014
LBXVXY_VOCWBS_H	Blood m-/p-Xylene (ng/mL);2013-2014
LBX2DF_VOCWB_H	Blood 2,5-Dimethylfuran (ng/mL);2013-2014
LBXV06_VOCWB_H	Blood Hexane (ng/mL);2013-2014
LBXV07N_VOCWB_H	Blood Heptane (ng/mL);2013-2014
LBXV08N_VOCWB_H	Blood Octane (ng/mL);2013-2014
LBXV2A_VOCWB_H	Blood 1,2-Dichloroethane (ng/mL);2013-2014
LBXV4C_VOCWB_H	Blood Tetrachloroethene (ng/mL);2013-2014
LBXVBF_VOCWB_H	Blood Bromoform (ng/mL);2013-2014
LBXVBM_VOCWB_H	Blood Bromodichloromethane (ng/mL);2013-2014
LBXVBZ_VOCWB_H	Blood Benzene (ng/mL);2013-2014
LBXVC6_VOCWB_H	Blood Cyclohexane (ng/mL);2013-2014
LBXVCF_VOCWB_H	Blood Chloroform (ng/mL);2013-2014
LBXVCM_VOCWB_H	Blood Dibromochloromethane (ng/mL);2013-2014
LBXVDB_VOCWB_H	Blood 1,4-Dichlorobenzene (ng/mL);2013-2014
LBXVDEE_VOCWB_H	Blood Diethyl Ether (ng/mL);2013-2014
LBXVEA_VOCWB_H	Blood Ethyl Acetate (ng/mL);2013-2014
LBXVEB_VOCWB_H	Blood Ethylbenzene (ng/mL);2013-2014
LBXVEC_VOCWB_H	Blood Chloroethane (ng/mL);2013-2014
LBXVFN_VOCWB_H	Blood Furan (ng/mL);2013-2014
LBXVIPB_VOCWB_H	Blood Isopropylbenzene (ng/mL);2013-2014
LBXVMC_VOCWB_H	Blood Methylene Chloride (ng/mL);2013-2014
LBXVME_VOCWB_H	Blood Methyl-tert-butyl ether (MTBE) (ng/mL);2013-2014
LBXVMCP_VOCWB_H	Blood Methylcyclopentane (ng/mL);2013-2014
LBXVOX_VOCWB_H	Blood o-Xylene (ng/mL);2013-2014
LBXVTC_VOCWB_H	Blood Trichloroethene (ng/mL);2013-2014
LBXVTE_VOCWB_H	Blood 1,1,1-Trichloroethane (ng/mL);2013-2014
LBXVTHF_VOCWB_H	Blood Tetrahydrofuran (ng/mL);2013-2014
LBXVTO_VOCWB_H	Blood Toluene (ng/mL);2013-2014
LBXVXY_VOCWB_H	Blood m-/p-Xylene (ng/mL);2013-2014
LBX2DF_VOCWB_I	Blood 2,5-Dimethylfuran (ng/mL);2015-2016
LBXV06_VOCWB_I	Blood Hexane (ng/mL);2015-2016
LBXV07N_VOCWB_I	Blood Heptane (ng/mL);2015-2016
LBXV08N_VOCWB_I	Blood Octane (ng/mL);2015-2016
LBXV2A_VOCWB_I	Blood 1,2-Dichloroethane (ng/mL);2015-2016
LBXV4C_VOCWB_I	Blood Tetrachloroethene (ng/mL);2015-2016
LBXVBF_VOCWB_I	Blood Bromoform (ng/mL);2015-2016
LBXVBM_VOCWB_I	Blood Bromodichloromethane (ng/mL);2015-2016
LBXVBZ_VOCWB_I	Blood Benzene (ng/mL);2015-2016
LBXVBZN_VOCWB_I	Blood Benzonitrile (ng/mL);2015-2016
LBXVC6_VOCWB_I	Blood Cyclohexane (ng/mL);2015-2016
LBXVCF_VOCWB_I	Blood Chloroform (ng/mL);2015-2016
LBXVCM_VOCWB_I	Blood Dibromochloromethane (ng/mL);2015-2016
LBXVCT_VOCWB_I	Blood Carbon Tetrachloride (ng/mL);2015-2016
LBXVDB_VOCWB_I	Blood 1,4-Dichlorobenzene (ng/mL);2015-2016
LBXVDEE_VOCWB_I	Blood Diethyl Ether (ng/mL);2015-2016
LBXVEA_VOCWB_I	Blood Ethyl Acetate (ng/mL);2015-2016
LBXVEB_VOCWB_I	Blood Ethylbenzene (ng/mL);2015-2016
LBXVEC_VOCWB_I	Blood Chloroethane (ng/mL);2015-2016
LBXVFN_VOCWB_I	Blood Furan (ng/mL);2015-2016
LBXVIBN_VOCWB_I	Blood Isobutyronitrile (ng/mL);2015-2016
LBXVIPB_VOCWB_I	Blood Isopropylbenzene (ng/mL);2015-2016
LBXVMC_VOCWB_I	Blood Methylene Chloride (ng/mL);2015-2016
LBXVME_VOCWB_I	Blood Methyl-tert-butyl ether (MTBE) (ng/mL);2015-2016
LBXVMCP_VOCWB_I	Blood Methylcyclopentane (ng/mL);2015-2016
LBXVOX_VOCWB_I	Blood o-Xylene (ng/mL);2015-2016
LBXVTC_VOCWB_I	Blood Trichloroethene (ng/mL);2015-2016
LBXVTE_VOCWB_I	Blood 1,1,1-Trichloroethane (ng/mL);2015-2016
LBXVTHF_VOCWB_I	Blood Tetrahydrofuran (ng/mL);2015-2016
LBXVTO_VOCWB_I	Blood Toluene (ng/mL);2015-2016
LBXVXY_VOCWB_I	Blood m-/p-Xylene (ng/mL);2015-2016
LBX2DF_VOCWB_J	Blood 2,5-Dimethylfuran (ng/mL);2017-2018
LBXV06_VOCWB_J	Blood Hexane (ng/mL);2017-2018
LBXV07N_VOCWB_J	Blood Heptane (ng/mL);2017-2018
LBXV08N_VOCWB_J	Blood Octane (ng/mL);2017-2018
LBXV2A_VOCWB_J	Blood 1,2-Dichloroethane (ng/mL);2017-2018
LBXV4C_VOCWB_J	Blood Tetrachloroethene (ng/mL);2017-2018
LBXVBF_VOCWB_J	Blood Bromoform (ng/mL);2017-2018
LBXVBM_VOCWB_J	Blood Bromodichloromethane (ng/mL);2017-2018
LBXVBZ_VOCWB_J	Blood Benzene (ng/mL);2017-2018
LBXVBZN_VOCWB_J	Blood Benzonitrile (ng/mL);2017-2018
LBXVC6_VOCWB_J	Blood Cyclohexane (ng/mL);2017-2018
LBXVCF_VOCWB_J	Blood Chloroform (ng/mL);2017-2018
LBXVCM_VOCWB_J	Blood Dibromochloromethane (ng/mL);2017-2018
LBXVCT_VOCWB_J	Blood Carbon Tetrachloride (ng/mL);2017-2018
LBXVDB_VOCWB_J	Blood 1,4-Dichlorobenzene (ng/mL);2017-2018
LBXVEA_VOCWB_J	Blood Ethyl Acetate (ng/mL);2017-2018
LBXVEB_VOCWB_J	Blood Ethylbenzene (ng/mL);2017-2018
LBXVEC_VOCWB_J	Blood Chloroethane (ng/mL);2017-2018
LBXVFN_VOCWB_J	Blood Furan (ng/mL);2017-2018
LBXVIBN_VOCWB_J	Blood Isobutyronitrile (ng/mL);2017-2018
LBXVIPB_VOCWB_J	Blood Isopropylbenzene (ng/mL);2017-2018
LBXVMC_VOCWB_J	Blood Methylene Chloride (ng/mL);2017-2018
LBXVME_VOCWB_J	Blood Methyl-tert-butyl ether (MTBE) (ng/mL);2017-2018
LBXVMCP_VOCWB_J	Blood Methylcyclopentane (ng/mL);2017-2018
LBXVMIK_VOCWB_J	Blood Methyl Isobutyl Ketone (ng/mL);2017-2018
LBXVOX_VOCWB_J	Blood o-Xylene (ng/mL);2017-2018
LBXVTC_VOCWB_J	Blood Trichloroethene (ng/mL);2017-2018
LBXVTE_VOCWB_J	Blood 1,1,1-Trichloroethane (ng/mL);2017-2018
LBXVTHF_VOCWB_J	Blood Tetrahydrofuran (ng/mL);2017-2018
LBXVXY_VOCWB_J	Blood m-/p-Xylene (ng/mL);2017-2018
LBX2DF_VOCWBS_I	Blood 2,5-Dimethylfuran (ng/mL);2015-2016
LBXV06_VOCWBS_I	Blood Hexane (ng/mL);2015-2016
LBXV07N_VOCWBS_I	Blood Heptane (ng/mL);2015-2016
LBXV08N_VOCWBS_I	Blood Octane (ng/mL);2015-2016
LBXV2A_VOCWBS_I	Blood 1,2-Dichloroethane (ng/mL);2015-2016
LBXV4C_VOCWBS_I	Blood Tetrachloroethene (ng/mL);2015-2016
LBXVBF_VOCWBS_I	Blood Bromoform (ng/mL);2015-2016
LBXVBM_VOCWBS_I	Blood Bromodichloromethane (ng/mL);2015-2016
LBXVBZ_VOCWBS_I	Blood Benzene (ng/mL);2015-2016
LBXVBZN_VOCWBS_I	Blood Benzonitrile (ng/mL);2015-2016
LBXVC6_VOCWBS_I	Blood Cyclohexane (ng/mL);2015-2016
LBXVCF_VOCWBS_I	Blood Chloroform (ng/mL);2015-2016
LBXVCM_VOCWBS_I	Blood Dibromochloromethane (ng/mL);2015-2016
LBXVCT_VOCWBS_I	Blood Carbon Tetrachloride (ng/mL);2015-2016
LBXVDB_VOCWBS_I	Blood 1,4-Dichlorobenzene (ng/mL);2015-2016
LBXVDEE_VOCWBS_I	Blood Diethyl Ether (ng/mL);2015-2016
LBXVEA_VOCWBS_I	Blood Ethyl Acetate (ng/mL);2015-2016
LBXVEB_VOCWBS_I	Blood Ethylbenzene (ng/mL);2015-2016
LBXVEC_VOCWBS_I	Blood Chloroethane (ng/mL);2015-2016
LBXVFN_VOCWBS_I	Blood Furan (ng/mL);2015-2016
LBXVIBN_VOCWBS_I	Blood Isobutyronitrile (ng/mL);2015-2016
LBXVIPB_VOCWBS_I	Blood Isopropylbenzene (ng/mL);2015-2016
LBXVMC_VOCWBS_I	Blood Methylene Chloride (ng/mL);2015-2016
LBXVME_VOCWBS_I	Blood Methyl-tert-butyl ether (MTBE) (ng/mL);2015-2016
LBXVMCP_VOCWBS_I	Blood Methylcyclopentane (ng/mL);2015-2016
LBXVOX_VOCWBS_I	Blood o-Xylene (ng/mL);2015-2016
LBXVTC_VOCWBS_I	Blood Trichloroethene (ng/mL);2015-2016
LBXVTE_VOCWBS_I	Blood 1,1,1-Trichloroethane (ng/mL);2015-2016
LBXVTHF_VOCWBS_I	Blood Tetrahydrofuran (ng/mL);2015-2016
LBXVTO_VOCWBS_I	Blood Toluene (ng/mL);2015-2016
LBXVXY_VOCWBS_I	Blood m-/p-Xylene (ng/mL);2015-2016
